Sensor1_val,Sensor2_val,Sensor3_val,Sensor4_val,Sensor5_val,Sensor6_val,Sensor7_val,Sensor8_val,y,category
1.033259,1.98297,2.636964,2.575449,0.941507,3.065611,2.115744,0.818599,2,20%gnd+80%palm
1.094538,1.962544,2.616539,2.585662,0.931293,3.055398,2.115744,0.808386,2,20%gnd+80%palm
1.523491,2.044247,2.626752,2.575449,0.941507,3.12689,2.115744,0.818599,2,20%gnd+80%palm
2.034149,2.166803,2.626752,2.575449,0.951721,3.218808,2.105531,0.818599,2,20%gnd+80%palm
2.371184,2.330211,2.636964,2.575449,0.972149,3.320939,2.125957,0.818599,2,20%gnd+80%palm
2.595873,2.493618,2.626752,2.595875,0.982363,3.433284,2.125957,0.808386,2,20%gnd+80%palm
2.738858,2.646813,2.636964,2.585662,1.002791,3.535415,2.115744,0.818599,2,20%gnd+80%palm
2.830776,2.820433,2.657389,2.606088,1.013005,3.61712,2.115744,0.818599,2,20%gnd+80%palm
2.881842,2.963415,2.657389,2.636726,1.013005,3.719252,2.125957,0.808386,2,20%gnd+80%palm
2.922695,3.106396,2.667601,2.667365,1.013005,3.790744,2.125957,0.808386,2,20%gnd+80%palm
2.922695,3.208526,2.677813,2.698003,1.023219,3.852022,2.125957,0.818599,2,20%gnd+80%palm
2.922695,3.320868,2.698238,2.728642,1.023219,3.913301,2.125957,0.818599,2,20%gnd+80%palm
2.912482,3.402572,2.70845,2.769493,1.023219,3.964367,2.125957,0.808386,2,20%gnd+80%palm
2.892055,3.474063,2.718663,2.810344,1.023219,4.015433,2.125957,0.818599,2,20%gnd+80%palm
2.871629,3.545554,2.7493,2.83077,1.023219,4.056285,2.125957,0.818599,2,20%gnd+80%palm
2.851203,3.596619,2.7493,2.871622,1.023219,4.097138,2.125957,0.818599,2,20%gnd+80%palm
2.830776,3.63747,2.759512,2.912473,1.013005,4.127777,2.125957,0.808386,2,20%gnd+80%palm
2.81035,3.668109,2.779937,2.963537,1.002791,4.148203,2.125957,0.808386,2,20%gnd+80%palm
2.779711,3.698748,2.779937,3.004388,1.002791,4.158417,2.125957,0.808386,2,20%gnd+80%palm
2.759284,3.719174,2.800361,3.035027,1.002791,4.189056,2.125957,0.818599,2,20%gnd+80%palm
2.738858,3.749813,2.800361,3.075878,0.992577,4.199269,2.13617,0.818599,2,20%gnd+80%palm
2.698005,3.760026,2.820786,3.106517,0.982363,4.229908,2.13617,0.808386,2,20%gnd+80%palm
2.657152,3.770239,2.820786,3.137155,0.992577,4.219696,2.13617,0.818599,2,20%gnd+80%palm
2.636726,3.770239,2.820786,3.157581,0.982363,4.240122,2.125957,0.818599,2,20%gnd+80%palm
2.606087,3.790665,2.851423,3.208645,0.992577,4.280974,2.105531,0.818599,2,20%gnd+80%palm
2.595873,3.770239,2.841211,3.229071,0.961935,4.260548,2.13617,0.818599,2,20%gnd+80%palm
2.58566,3.760026,2.851423,3.259709,0.961935,4.260548,2.13617,0.798173,2,20%gnd+80%palm
2.555021,3.770239,2.851423,3.290348,0.961935,4.250335,2.146383,0.808386,2,20%gnd+80%palm
2.493742,3.790665,2.871848,3.30056,0.951721,4.250335,2.125957,0.849239,2,20%gnd+80%palm
2.514168,3.760026,2.861635,3.331199,0.941507,4.270761,2.146383,0.798173,2,20%gnd+80%palm
2.483529,3.760026,2.871848,3.361837,0.941507,4.270761,2.146383,0.818599,2,20%gnd+80%palm
2.473315,3.770239,2.88206,3.361837,0.941507,4.260548,2.13617,0.849239,2,20%gnd+80%palm
2.452889,3.719174,2.902485,3.37205,0.941507,4.291187,2.146383,0.828812,2,20%gnd+80%palm
2.452889,3.708961,2.88206,3.474179,0.910865,4.301401,2.16681,0.747107,2,20%gnd+80%palm
2.401823,3.729387,2.861635,3.463966,0.941507,4.250335,2.125957,0.787959,2,20%gnd+80%palm
2.39161,3.749813,2.902485,3.484391,0.931293,4.311614,2.125957,0.808386,2,20%gnd+80%palm
2.412036,3.708961,2.841211,3.504817,0.900651,4.270761,2.177023,0.777746,2,20%gnd+80%palm
2.371184,3.719174,2.922909,3.494604,0.921079,4.280974,2.125957,0.818599,2,20%gnd+80%palm
2.39161,3.698748,2.88206,3.535456,0.921079,4.280974,2.13617,0.777746,2,20%gnd+80%palm
2.36097,3.688535,2.902485,3.504817,0.910865,4.301401,2.156596,0.75732,2,20%gnd+80%palm
2.340544,3.698748,2.902485,3.535456,0.921079,4.291187,2.156596,0.808386,2,20%gnd+80%palm
2.330331,3.698748,2.902485,3.545668,0.900651,4.280974,2.146383,0.808386,2,20%gnd+80%palm
2.320118,3.688535,2.912697,3.555881,0.910865,4.280974,2.146383,0.808386,2,20%gnd+80%palm
2.299692,3.698748,2.88206,3.576307,0.900651,4.280974,2.125957,0.859452,2,20%gnd+80%palm
2.309905,3.668109,2.902485,3.576307,0.910865,4.280974,2.156596,0.818599,2,20%gnd+80%palm
2.279265,3.657896,2.922909,3.596733,0.910865,4.311614,2.125957,0.839026,2,20%gnd+80%palm
1.063898,2.268933,2.830998,2.391618,0.961935,3.749891,2.228089,0.706254,2,20%gnd+80%palm
1.053685,2.268933,2.841211,2.381406,0.961935,3.790744,2.228089,0.736893,2,20%gnd+80%palm
1.063898,2.268933,2.871848,2.391618,0.972149,3.78053,2.207663,0.706254,2,20%gnd+80%palm
1.074111,2.268933,2.830998,2.412044,0.951721,3.749891,2.248515,0.69604,2,20%gnd+80%palm
1.063898,2.268933,2.851423,2.412044,0.941507,3.770317,2.279155,0.685827,2,20%gnd+80%palm
1.063898,2.248507,2.810574,2.422257,0.941507,3.739678,2.228089,0.655187,2,20%gnd+80%palm
1.084324,2.25872,2.820786,2.412044,0.951721,3.739678,2.248515,0.644974,2,20%gnd+80%palm
1.063898,2.279146,2.790149,2.412044,0.961935,3.729465,2.238302,0.685827,2,20%gnd+80%palm
1.206882,2.268933,2.820786,2.391618,0.931293,3.760104,2.238302,0.72668,2,20%gnd+80%palm
1.380506,2.319998,2.820786,2.371193,0.931293,3.800957,2.207663,0.72668,2,20%gnd+80%palm
1.625622,2.340424,2.841211,2.43247,0.931293,3.862236,2.238302,0.624548,2,20%gnd+80%palm
1.748181,2.411914,2.841211,2.391618,0.941507,3.903088,2.207663,0.706254,2,20%gnd+80%palm
1.880952,2.422127,2.861635,2.371193,0.941507,3.943941,2.197449,0.706254,2,20%gnd+80%palm
2.00351,2.503831,2.790149,2.442683,0.961935,3.943941,2.228089,0.665401,2,20%gnd+80%palm
2.054575,2.575322,2.830998,2.452895,0.982363,3.964367,2.258729,0.665401,2,20%gnd+80%palm
2.085215,2.6366,2.841211,2.43247,0.961935,4.025646,2.238302,0.685827,2,20%gnd+80%palm
2.105641,2.687665,2.892272,2.422257,0.982363,4.086925,2.197449,0.72668,2,20%gnd+80%palm
2.136281,2.728516,2.851423,2.452895,0.972149,4.086925,2.238302,0.685827,2,20%gnd+80%palm
2.136281,2.779581,2.871848,2.473321,0.941507,4.127777,2.207663,0.685827,2,20%gnd+80%palm
2.146494,2.830646,2.861635,2.483534,0.972149,4.13799,2.238302,0.69604,2,20%gnd+80%palm
2.126068,2.891924,2.861635,2.493747,0.982363,4.148203,2.197449,0.69604,2,20%gnd+80%palm
2.156707,2.902137,2.88206,2.514172,0.951721,4.178843,2.228089,0.634761,2,20%gnd+80%palm
2.146494,2.942989,2.88206,2.534598,0.982363,4.199269,2.238302,0.685827,2,20%gnd+80%palm
2.126068,3.014479,2.871848,2.585662,0.982363,4.209482,2.228089,0.69604,2,20%gnd+80%palm
2.126068,3.004267,2.892272,2.585662,0.961935,4.229908,2.248515,0.675614,2,20%gnd+80%palm
2.126068,3.024692,2.912697,2.595875,0.972149,4.250335,2.238302,0.69604,2,20%gnd+80%palm
2.115855,3.055331,2.912697,2.616301,0.961935,4.260548,2.248515,0.69604,2,20%gnd+80%palm
2.105641,3.055331,2.902485,2.646939,0.961935,4.270761,2.258729,0.675614,2,20%gnd+80%palm
2.095428,3.08597,2.912697,2.657152,0.941507,4.291187,2.248515,0.69604,2,20%gnd+80%palm
2.075002,3.106396,2.922909,2.677578,0.941507,4.301401,2.258729,0.69604,2,20%gnd+80%palm
2.075002,3.116609,2.943334,2.698003,0.941507,4.321827,2.248515,0.685827,2,20%gnd+80%palm
2.075002,3.126822,2.922909,2.718429,0.941507,4.321827,2.248515,0.685827,2,20%gnd+80%palm
2.085215,3.137035,2.922909,2.75928,0.941507,4.291187,2.258729,0.655187,2,20%gnd+80%palm
2.044362,3.147248,2.943334,2.749068,0.931293,4.342253,2.248515,0.685827,2,20%gnd+80%palm
2.054575,3.147248,2.943334,2.789919,0.921079,4.362679,2.238302,0.644974,2,20%gnd+80%palm
2.034149,3.157461,2.953547,2.779706,0.931293,4.362679,2.248515,0.69604,2,20%gnd+80%palm
2.013723,3.177887,2.943334,2.810344,0.951721,4.342253,2.228089,0.655187,2,20%gnd+80%palm
2.013723,3.1881,2.963759,2.820557,0.941507,4.372892,2.248515,0.69604,2,20%gnd+80%palm
2.013723,3.177887,2.963759,2.820557,0.941507,4.383106,2.248515,0.69604,2,20%gnd+80%palm
2.013723,3.1881,2.963759,2.851196,0.931293,4.393319,2.248515,0.685827,2,20%gnd+80%palm
2.00351,3.1881,2.953547,2.861409,0.921079,4.413745,2.258729,0.69604,2,20%gnd+80%palm
1.993297,3.198313,2.963759,2.861409,0.921079,4.413745,2.248515,0.685827,2,20%gnd+80%palm
1.993297,3.208526,2.963759,2.892047,0.921079,4.413745,2.258729,0.69604,2,20%gnd+80%palm
1.983083,3.208526,2.973971,2.892047,0.921079,4.413745,2.248515,0.685827,2,20%gnd+80%palm
1.97287,3.218739,2.973971,2.912473,0.910865,4.413745,2.248515,0.685827,2,20%gnd+80%palm
1.97287,3.228952,2.984184,2.922686,0.921079,4.434171,2.258729,0.685827,2,20%gnd+80%palm
1.983083,3.218739,2.973971,2.932899,0.921079,4.434171,2.248515,0.69604,2,20%gnd+80%palm
1.97287,3.228952,2.984184,2.953324,0.921079,4.454597,2.258729,0.685827,2,20%gnd+80%palm
1.962657,3.239165,2.984184,2.963537,0.910865,4.444385,2.248515,0.685827,2,20%gnd+80%palm
1.962657,3.228952,2.984184,2.97375,0.910865,4.454597,2.248515,0.69604,2,20%gnd+80%palm
1.002619,1.942118,2.545053,2.749068,0.941507,2.718364,2.003398,0.798173,2,20%gnd+80%palm
1.012832,1.952331,2.504204,2.698003,0.931293,2.708151,2.023825,0.818599,2,20%gnd+80%palm
1.012832,1.911479,2.524628,2.728642,0.900651,2.718364,2.023825,0.808386,2,20%gnd+80%palm
1.023046,1.911479,2.504204,2.738855,0.910865,2.718364,2.034038,0.706254,2,20%gnd+80%palm
1.033259,1.942118,2.473567,2.749068,0.921079,2.687725,2.034038,0.787959,2,20%gnd+80%palm
1.033259,1.942118,2.483779,2.779706,0.941507,2.667298,2.064677,0.767533,2,20%gnd+80%palm
1.012832,1.962544,2.524628,2.738855,0.931293,2.718364,2.013611,0.798173,2,20%gnd+80%palm
0.992406,1.931905,2.483779,2.75928,0.931293,2.697938,2.034038,0.75732,2,20%gnd+80%palm
1.053685,1.921692,2.524628,2.769493,0.910865,2.718364,2.034038,0.716467,2,20%gnd+80%palm
1.023046,1.891053,2.473567,2.738855,0.921079,2.697938,2.034038,0.777746,2,20%gnd+80%palm
1.043472,1.901266,2.514416,2.789919,0.900651,2.708151,2.044251,0.69604,2,20%gnd+80%palm
1.023046,1.931905,2.483779,2.779706,0.921079,2.667298,1.982972,0.75732,2,20%gnd+80%palm
1.012832,1.931905,2.524628,2.728642,0.941507,2.687725,2.003398,0.808386,2,20%gnd+80%palm
1.023046,1.921692,2.534841,2.718429,0.900651,2.708151,2.023825,0.787959,2,20%gnd+80%palm
1.043472,1.911479,2.504204,2.789919,0.900651,2.697938,2.044251,0.72668,2,20%gnd+80%palm
1.002619,1.962544,2.473567,2.769493,0.961935,2.677511,2.044251,0.839026,2,20%gnd+80%palm
1.012832,1.952331,2.514416,2.749068,0.910865,2.697938,2.023825,0.777746,2,20%gnd+80%palm
1.023046,1.931905,2.493991,2.75928,0.921079,2.687725,2.034038,0.777746,2,20%gnd+80%palm
1.023046,1.931905,2.504204,2.738855,0.931293,2.677511,2.023825,0.787959,2,20%gnd+80%palm
1.084324,1.962544,2.514416,2.698003,0.910865,2.687725,2.034038,0.818599,2,20%gnd+80%palm
1.13539,1.972757,2.534841,2.718429,0.921079,2.73879,2.013611,0.849239,2,20%gnd+80%palm
1.186456,1.993183,2.493991,2.718429,0.931293,2.697938,2.023825,0.828812,2,20%gnd+80%palm
1.278375,2.013608,2.493991,2.728642,0.931293,2.728577,2.003398,0.808386,2,20%gnd+80%palm
1.36008,2.034034,2.493991,2.75928,0.900651,2.759217,2.044251,0.787959,2,20%gnd+80%palm
1.421359,2.085099,2.483779,2.769493,0.921079,2.73879,2.044251,0.777746,2,20%gnd+80%palm
1.451999,2.085099,2.514416,2.749068,0.900651,2.789856,2.023825,0.818599,2,20%gnd+80%palm
1.492851,2.115738,2.504204,2.779706,0.900651,2.789856,2.034038,0.777746,2,20%gnd+80%palm
1.533704,2.115738,2.524628,2.75928,0.921079,2.789856,2.064677,0.777746,2,20%gnd+80%palm
1.543917,2.166803,2.504204,2.769493,0.890437,2.820495,2.044251,0.787959,2,20%gnd+80%palm
1.55413,2.187229,2.524628,2.779706,0.900651,2.830709,2.034038,0.777746,2,20%gnd+80%palm
1.574557,2.217868,2.534841,2.779706,0.900651,2.851135,2.023825,0.787959,2,20%gnd+80%palm
1.58477,2.228081,2.524628,2.779706,0.890437,2.861348,2.034038,0.798173,2,20%gnd+80%palm
1.594983,2.238294,2.524628,2.779706,0.890437,2.861348,2.044251,0.798173,2,20%gnd+80%palm
1.594983,2.25872,2.524628,2.800132,0.890437,2.881774,2.044251,0.818599,2,20%gnd+80%palm
1.594983,2.268933,2.555265,2.810344,0.890437,2.891987,2.054464,0.808386,2,20%gnd+80%palm
1.605196,2.279146,2.545053,2.810344,0.880223,2.9022,2.034038,0.818599,2,20%gnd+80%palm
1.594983,2.289359,2.555265,2.820557,0.880223,2.9022,2.034038,0.787959,2,20%gnd+80%palm
1.605196,2.319998,2.545053,2.83077,0.890437,2.912414,2.044251,0.777746,2,20%gnd+80%palm
1.594983,2.309785,2.545053,2.83077,0.880223,2.93284,2.034038,0.787959,2,20%gnd+80%palm
1.605196,2.330211,2.545053,2.851196,0.880223,2.93284,2.044251,0.787959,2,20%gnd+80%palm
1.615409,2.340424,2.565478,2.840983,0.849581,2.953266,2.023825,0.736893,2,20%gnd+80%palm
1.594983,2.330211,2.555265,2.851196,0.870009,2.943053,2.034038,0.787959,2,20%gnd+80%palm
1.58477,2.360849,2.555265,2.851196,0.880223,2.953266,2.023825,0.798173,2,20%gnd+80%palm
1.605196,2.371063,2.565478,2.871622,0.870009,2.953266,2.034038,0.787959,2,20%gnd+80%palm
1.605196,2.360849,2.545053,2.892047,0.870009,2.973692,2.034038,0.787959,2,20%gnd+80%palm
1.594983,2.371063,2.57569,2.892047,0.859795,2.973692,2.044251,0.808386,2,20%gnd+80%palm
1.594983,2.391488,2.565478,2.90226,0.859795,2.983906,2.034038,0.787959,2,20%gnd+80%palm
1.58477,2.381275,2.565478,2.90226,0.859795,2.973692,2.054464,0.787959,2,20%gnd+80%palm
1.594983,2.401701,2.57569,2.912473,0.859795,2.994119,2.044251,0.787959,2,20%gnd+80%palm
1.58477,2.391488,2.565478,2.932899,0.849581,2.994119,2.044251,0.787959,2,20%gnd+80%palm
1.063898,2.268933,2.830998,2.391618,0.961935,3.749891,2.228089,0.706254,2,20%gnd+80%palm
1.053685,2.268933,2.841211,2.381406,0.961935,3.790744,2.228089,0.736893,2,20%gnd+80%palm
1.063898,2.268933,2.871848,2.391618,0.972149,3.78053,2.207663,0.706254,2,20%gnd+80%palm
1.074111,2.268933,2.830998,2.412044,0.951721,3.749891,2.248515,0.69604,2,20%gnd+80%palm
1.063898,2.268933,2.851423,2.412044,0.941507,3.770317,2.279155,0.685827,2,20%gnd+80%palm
1.063898,2.248507,2.810574,2.422257,0.941507,3.739678,2.228089,0.655187,2,20%gnd+80%palm
1.084324,2.25872,2.820786,2.412044,0.951721,3.739678,2.248515,0.644974,2,20%gnd+80%palm
1.063898,2.279146,2.790149,2.412044,0.961935,3.729465,2.238302,0.685827,2,20%gnd+80%palm
1.206882,2.268933,2.820786,2.391618,0.931293,3.760104,2.238302,0.72668,2,20%gnd+80%palm
1.380506,2.319998,2.820786,2.371193,0.931293,3.800957,2.207663,0.72668,2,20%gnd+80%palm
1.625622,2.340424,2.841211,2.43247,0.931293,3.862236,2.238302,0.624548,2,20%gnd+80%palm
1.748181,2.411914,2.841211,2.391618,0.941507,3.903088,2.207663,0.706254,2,20%gnd+80%palm
1.880952,2.422127,2.861635,2.371193,0.941507,3.943941,2.197449,0.706254,2,20%gnd+80%palm
2.00351,2.503831,2.790149,2.442683,0.961935,3.943941,2.228089,0.665401,2,20%gnd+80%palm
2.054575,2.575322,2.830998,2.452895,0.982363,3.964367,2.258729,0.665401,2,20%gnd+80%palm
2.085215,2.6366,2.841211,2.43247,0.961935,4.025646,2.238302,0.685827,2,20%gnd+80%palm
2.105641,2.687665,2.892272,2.422257,0.982363,4.086925,2.197449,0.72668,2,20%gnd+80%palm
2.136281,2.728516,2.851423,2.452895,0.972149,4.086925,2.238302,0.685827,2,20%gnd+80%palm
2.136281,2.779581,2.871848,2.473321,0.941507,4.127777,2.207663,0.685827,2,20%gnd+80%palm
2.146494,2.830646,2.861635,2.483534,0.972149,4.13799,2.238302,0.69604,2,20%gnd+80%palm
2.126068,2.891924,2.861635,2.493747,0.982363,4.148203,2.197449,0.69604,2,20%gnd+80%palm
2.156707,2.902137,2.88206,2.514172,0.951721,4.178843,2.228089,0.634761,2,20%gnd+80%palm
2.146494,2.942989,2.88206,2.534598,0.982363,4.199269,2.238302,0.685827,2,20%gnd+80%palm
2.126068,3.014479,2.871848,2.585662,0.982363,4.209482,2.228089,0.69604,2,20%gnd+80%palm
2.126068,3.004267,2.892272,2.585662,0.961935,4.229908,2.248515,0.675614,2,20%gnd+80%palm
2.126068,3.024692,2.912697,2.595875,0.972149,4.250335,2.238302,0.69604,2,20%gnd+80%palm
2.115855,3.055331,2.912697,2.616301,0.961935,4.260548,2.248515,0.69604,2,20%gnd+80%palm
2.105641,3.055331,2.902485,2.646939,0.961935,4.270761,2.258729,0.675614,2,20%gnd+80%palm
2.095428,3.08597,2.912697,2.657152,0.941507,4.291187,2.248515,0.69604,2,20%gnd+80%palm
2.075002,3.106396,2.922909,2.677578,0.941507,4.301401,2.258729,0.69604,2,20%gnd+80%palm
2.075002,3.116609,2.943334,2.698003,0.941507,4.321827,2.248515,0.685827,2,20%gnd+80%palm
2.075002,3.126822,2.922909,2.718429,0.941507,4.321827,2.248515,0.685827,2,20%gnd+80%palm
2.085215,3.137035,2.922909,2.75928,0.941507,4.291187,2.258729,0.655187,2,20%gnd+80%palm
2.044362,3.147248,2.943334,2.749068,0.931293,4.342253,2.248515,0.685827,2,20%gnd+80%palm
2.054575,3.147248,2.943334,2.789919,0.921079,4.362679,2.238302,0.644974,2,20%gnd+80%palm
2.034149,3.157461,2.953547,2.779706,0.931293,4.362679,2.248515,0.69604,2,20%gnd+80%palm
2.013723,3.177887,2.943334,2.810344,0.951721,4.342253,2.228089,0.655187,2,20%gnd+80%palm
2.013723,3.1881,2.963759,2.820557,0.941507,4.372892,2.248515,0.69604,2,20%gnd+80%palm
2.013723,3.177887,2.963759,2.820557,0.941507,4.383106,2.248515,0.69604,2,20%gnd+80%palm
2.013723,3.1881,2.963759,2.851196,0.931293,4.393319,2.248515,0.685827,2,20%gnd+80%palm
2.00351,3.1881,2.953547,2.861409,0.921079,4.413745,2.258729,0.69604,2,20%gnd+80%palm
1.993297,3.198313,2.963759,2.861409,0.921079,4.413745,2.248515,0.685827,2,20%gnd+80%palm
1.993297,3.208526,2.963759,2.892047,0.921079,4.413745,2.258729,0.69604,2,20%gnd+80%palm
1.983083,3.208526,2.973971,2.892047,0.921079,4.413745,2.248515,0.685827,2,20%gnd+80%palm
1.97287,3.218739,2.973971,2.912473,0.910865,4.413745,2.248515,0.685827,2,20%gnd+80%palm
1.97287,3.228952,2.984184,2.922686,0.921079,4.434171,2.258729,0.685827,2,20%gnd+80%palm
1.983083,3.218739,2.973971,2.932899,0.921079,4.434171,2.248515,0.69604,2,20%gnd+80%palm
1.97287,3.228952,2.984184,2.953324,0.921079,4.454597,2.258729,0.685827,2,20%gnd+80%palm
1.962657,3.239165,2.984184,2.963537,0.910865,4.444385,2.248515,0.685827,2,20%gnd+80%palm
1.962657,3.228952,2.984184,2.97375,0.910865,4.454597,2.248515,0.69604,2,20%gnd+80%palm
1.023046,1.972757,2.626752,2.575449,0.941507,3.065611,2.115744,0.808386,2,20%gnd+80%palm
1.023046,1.972757,2.636964,2.575449,0.941507,3.065611,2.115744,0.818599,2,20%gnd+80%palm
1.033259,1.962544,2.626752,2.575449,0.931293,3.065611,2.115744,0.818599,2,20%gnd+80%palm
1.023046,1.972757,2.626752,2.575449,0.941507,3.055398,2.125957,0.818599,2,20%gnd+80%palm
1.023046,1.972757,2.626752,2.575449,0.941507,3.065611,2.115744,0.818599,2,20%gnd+80%palm
1.033259,1.962544,2.616539,2.585662,0.931293,3.065611,2.125957,0.808386,2,20%gnd+80%palm
1.023046,1.98297,2.626752,2.575449,0.941507,3.065611,2.115744,0.818599,2,20%gnd+80%palm
1.033259,1.972757,2.626752,2.575449,0.931293,3.065611,2.115744,0.808386,2,20%gnd+80%palm
1.033259,1.972757,2.626752,2.575449,0.931293,3.065611,2.125957,0.818599,2,20%gnd+80%palm
1.023046,1.972757,2.616539,2.575449,0.941507,3.065611,2.115744,0.818599,2,20%gnd+80%palm
1.023046,1.972757,2.616539,2.575449,0.941507,3.065611,2.115744,0.818599,2,20%gnd+80%palm
1.033259,1.98297,2.636964,2.575449,0.941507,3.065611,2.115744,0.818599,2,20%gnd+80%palm
1.094538,1.962544,2.616539,2.585662,0.931293,3.055398,2.115744,0.808386,2,20%gnd+80%palm
1.523491,2.044247,2.626752,2.575449,0.941507,3.12689,2.115744,0.818599,2,20%gnd+80%palm
2.034149,2.166803,2.626752,2.575449,0.951721,3.218808,2.105531,0.818599,2,20%gnd+80%palm
2.371184,2.330211,2.636964,2.575449,0.972149,3.320939,2.125957,0.818599,2,20%gnd+80%palm
2.595873,2.493618,2.626752,2.595875,0.982363,3.433284,2.125957,0.808386,2,20%gnd+80%palm
2.738858,2.646813,2.636964,2.585662,1.002791,3.535415,2.115744,0.818599,2,20%gnd+80%palm
2.830776,2.820433,2.657389,2.606088,1.013005,3.61712,2.115744,0.818599,2,20%gnd+80%palm
2.881842,2.963415,2.657389,2.636726,1.013005,3.719252,2.125957,0.808386,2,20%gnd+80%palm
2.922695,3.106396,2.667601,2.667365,1.013005,3.790744,2.125957,0.808386,2,20%gnd+80%palm
2.922695,3.208526,2.677813,2.698003,1.023219,3.852022,2.125957,0.818599,2,20%gnd+80%palm
2.922695,3.320868,2.698238,2.728642,1.023219,3.913301,2.125957,0.818599,2,20%gnd+80%palm
2.912482,3.402572,2.70845,2.769493,1.023219,3.964367,2.125957,0.808386,2,20%gnd+80%palm
2.892055,3.474063,2.718663,2.810344,1.023219,4.015433,2.125957,0.818599,2,20%gnd+80%palm
2.871629,3.545554,2.7493,2.83077,1.023219,4.056285,2.125957,0.818599,2,20%gnd+80%palm
2.851203,3.596619,2.7493,2.871622,1.023219,4.097138,2.125957,0.818599,2,20%gnd+80%palm
2.830776,3.63747,2.759512,2.912473,1.013005,4.127777,2.125957,0.808386,2,20%gnd+80%palm
2.81035,3.668109,2.779937,2.963537,1.002791,4.148203,2.125957,0.808386,2,20%gnd+80%palm
2.779711,3.698748,2.779937,3.004388,1.002791,4.158417,2.125957,0.808386,2,20%gnd+80%palm
2.759284,3.719174,2.800361,3.035027,1.002791,4.189056,2.125957,0.818599,2,20%gnd+80%palm
2.738858,3.749813,2.800361,3.075878,0.992577,4.199269,2.13617,0.818599,2,20%gnd+80%palm
2.698005,3.760026,2.820786,3.106517,0.982363,4.229908,2.13617,0.808386,2,20%gnd+80%palm
2.657152,3.770239,2.820786,3.137155,0.992577,4.219696,2.13617,0.818599,2,20%gnd+80%palm
2.636726,3.770239,2.820786,3.157581,0.982363,4.240122,2.125957,0.818599,2,20%gnd+80%palm
2.606087,3.790665,2.851423,3.208645,0.992577,4.280974,2.105531,0.818599,2,20%gnd+80%palm
2.595873,3.770239,2.841211,3.229071,0.961935,4.260548,2.13617,0.818599,2,20%gnd+80%palm
2.58566,3.760026,2.851423,3.259709,0.961935,4.260548,2.13617,0.798173,2,20%gnd+80%palm
2.555021,3.770239,2.851423,3.290348,0.961935,4.250335,2.146383,0.808386,2,20%gnd+80%palm
2.493742,3.790665,2.871848,3.30056,0.951721,4.250335,2.125957,0.849239,2,20%gnd+80%palm
2.514168,3.760026,2.861635,3.331199,0.941507,4.270761,2.146383,0.798173,2,20%gnd+80%palm
2.483529,3.760026,2.871848,3.361837,0.941507,4.270761,2.146383,0.818599,2,20%gnd+80%palm
2.473315,3.770239,2.88206,3.361837,0.941507,4.260548,2.13617,0.849239,2,20%gnd+80%palm
2.452889,3.719174,2.902485,3.37205,0.941507,4.291187,2.146383,0.828812,2,20%gnd+80%palm
2.452889,3.708961,2.88206,3.474179,0.910865,4.301401,2.16681,0.747107,2,20%gnd+80%palm
2.401823,3.729387,2.861635,3.463966,0.941507,4.250335,2.125957,0.787959,2,20%gnd+80%palm
2.39161,3.749813,2.902485,3.484391,0.931293,4.311614,2.125957,0.808386,2,20%gnd+80%palm
2.412036,3.708961,2.841211,3.504817,0.900651,4.270761,2.177023,0.777746,2,20%gnd+80%palm
2.371184,3.719174,2.922909,3.494604,0.921079,4.280974,2.125957,0.818599,2,20%gnd+80%palm
2.39161,3.698748,2.88206,3.535456,0.921079,4.280974,2.13617,0.777746,2,20%gnd+80%palm
1.043472,1.901266,2.514416,2.789919,0.900651,2.708151,2.044251,0.69604,2,20%gnd+80%palm
1.023046,1.931905,2.483779,2.779706,0.921079,2.667298,1.982972,0.75732,2,20%gnd+80%palm
1.012832,1.931905,2.524628,2.728642,0.941507,2.687725,2.003398,0.808386,2,20%gnd+80%palm
1.023046,1.921692,2.534841,2.718429,0.900651,2.708151,2.023825,0.787959,2,20%gnd+80%palm
1.043472,1.911479,2.504204,2.789919,0.900651,2.697938,2.044251,0.72668,2,20%gnd+80%palm
1.002619,1.962544,2.473567,2.769493,0.961935,2.677511,2.044251,0.839026,2,20%gnd+80%palm
1.012832,1.952331,2.514416,2.749068,0.910865,2.697938,2.023825,0.777746,2,20%gnd+80%palm
1.023046,1.931905,2.493991,2.75928,0.921079,2.687725,2.034038,0.777746,2,20%gnd+80%palm
1.023046,1.931905,2.504204,2.738855,0.931293,2.677511,2.023825,0.787959,2,20%gnd+80%palm
1.084324,1.962544,2.514416,2.698003,0.910865,2.687725,2.034038,0.818599,2,20%gnd+80%palm
1.13539,1.972757,2.534841,2.718429,0.921079,2.73879,2.013611,0.849239,2,20%gnd+80%palm
1.186456,1.993183,2.493991,2.718429,0.931293,2.697938,2.023825,0.828812,2,20%gnd+80%palm
1.278375,2.013608,2.493991,2.728642,0.931293,2.728577,2.003398,0.808386,2,20%gnd+80%palm
1.36008,2.034034,2.493991,2.75928,0.900651,2.759217,2.044251,0.787959,2,20%gnd+80%palm
1.421359,2.085099,2.483779,2.769493,0.921079,2.73879,2.044251,0.777746,2,20%gnd+80%palm
1.451999,2.085099,2.514416,2.749068,0.900651,2.789856,2.023825,0.818599,2,20%gnd+80%palm
